transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
1809,"October 16, 2023",18:09:00,51,Female,62,Beauty,2,50,61.5,100
1954,"October 29, 2023",17:30:00,93,Female,50,Electronics,3,300,318,900
897,"September 12, 2023",17:53:00,15,Female,64,Electronics,2,50,51.5,100
1897,"October 27, 2023",17:12:00,137,Female,64,Electronics,2,50,62,100
147,"November 12, 2022",20:30:00,101,Male,23,Electronics,1,300,297,300
204,"September 10, 2022",21:04:00,101,Male,39,Beauty,1,25,31.25,25
390,"October 7, 2022",20:53:00,88,Male,39,Electronics,2,50,51,100
1147,"November 25, 2023",22:14:00,35,Male,23,Electronics,1,300,330,300
1204,"December 10, 2023",19:24:00,72,Male,39,Beauty,1,25,27.5,25
1390,"October 24, 2022",22:47:00,117,Male,39,Electronics,2,50,54,100
179,"October 7, 2023",20:42:00,121,Male,31,Electronics,1,300,375,300
327,"September 13, 2023",18:30:00,107,Male,57,Electronics,3,50,56,150
626,"October 30, 2022",21:01:00,65,Female,26,Clothing,4,500,555,2000
873,"December 6, 2023",20:20:00,137,Female,27,Electronics,4,25,29,100
1179,"December 12, 2023",17:28:00,122,Male,31,Electronics,1,300,354,300
1327,"December 23, 2023",21:16:00,118,Male,57,Electronics,3,50,58,150
1626,"October 10, 2022",19:13:00,19,Female,26,Clothing,4,500,495,2000
1873,"November 24, 2022",19:18:00,64,Female,27,Electronics,4,25,26.75,100
196,"December 29, 2023",19:14:00,43,Female,32,Clothing,3,300,312,900
789,"December 6, 2023",22:13:00,34,Female,61,Clothing,4,500,510,2000
1196,"December 31, 2022",21:18:00,93,Female,32,Clothing,3,300,306,900
1789,"November 10, 2023",17:02:00,144,Female,61,Clothing,4,500,615,2000
89,"December 30, 2023",21:15:00,117,Female,55,Electronics,4,500,590,2000
707,"October 23, 2023",20:34:00,117,Female,26,Clothing,1,500,580,500
909,"October 29, 2023",19:43:00,71,Male,26,Electronics,1,300,288,300
1089,"October 21, 2023",18:44:00,108,Female,55,Electronics,4,500,555,2000
1707,"September 17, 2023",18:35:00,144,Female,26,Clothing,1,500,535,500
1909,"October 22, 2022",19:41:00,17,Male,26,Electronics,1,300,339,300
51,"October 12, 2022",22:09:00,78,Male,27,Beauty,3,25,24.75,75
154,"December 24, 2022",17:47:00,24,Male,51,Electronics,3,300,321,900
276,"October 18, 2023",21:27:00,40,Female,21,Beauty,4,25,27.5,100
497,"December 31, 2023",18:11:00,127,Male,41,Clothing,4,30,37.2,120
889,"September 20, 2023",22:32:00,39,Female,35,Electronics,1,50,57.5,50
1051,"September 13, 2023",17:47:00,104,Male,27,Beauty,3,25,25,75
1154,"December 16, 2023",21:44:00,29,Male,51,Electronics,3,300,291,900
1276,"October 11, 2022",18:54:00,140,Female,21,Beauty,4,25,27,100
1497,"November 19, 2022",21:44:00,109,Male,41,Clothing,4,30,32.4,120
1889,"September 2, 2022",22:48:00,80,Female,35,Electronics,1,50,56,50
122,"December 1, 2023",19:02:00,1,Male,64,Electronics,4,30,35.4,120
373,"September 23, 2022",22:19:00,78,Female,25,Beauty,2,300,333,600
524,"September 17, 2023",19:52:00,12,Male,46,Beauty,4,300,297,1200
688,"October 28, 2023",21:45:00,132,Male,56,Clothing,4,25,24.75,100
813,"October 15, 2022",19:51:00,125,Male,52,Electronics,3,50,62,150
1122,"September 7, 2022",19:53:00,138,Male,64,Electronics,4,30,31.8,120
1373,"October 2, 2023",20:26:00,64,Female,25,Beauty,2,300,294,600
1524,"October 26, 2022",22:10:00,115,Male,46,Beauty,4,300,321,1200
1688,"December 17, 2022",17:25:00,150,Male,56,Clothing,4,25,26.5,100
1813,"November 22, 2022",22:24:00,86,Male,52,Electronics,3,50,61.5,150
178,"October 11, 2023",17:51:00,142,Male,40,Clothing,2,30,34.2,60
208,"October 21, 2023",20:56:00,144,Female,34,Electronics,4,50,57,200
247,"December 23, 2022",17:56:00,82,Male,41,Electronics,2,30,31.5,60
290,"December 8, 2023",21:39:00,86,Female,30,Beauty,2,300,342,600
656,"November 12, 2023",20:58:00,27,Male,29,Beauty,3,30,29.4,90
735,"November 26, 2022",21:38:00,153,Female,64,Clothing,4,500,515,2000
1178,"December 29, 2023",21:15:00,137,Male,40,Clothing,2,30,33,60
1208,"October 15, 2022",17:44:00,9,Female,34,Electronics,4,50,47.5,200
1247,"September 2, 2023",18:17:00,78,Male,41,Electronics,2,30,35.7,60
1290,"December 30, 2022",22:40:00,66,Female,30,Beauty,2,300,318,600
1656,"September 16, 2023",20:03:00,141,Male,29,Beauty,3,30,35.4,90
1735,"September 5, 2023",17:26:00,86,Female,64,Clothing,4,500,505,2000
319,"November 7, 2022",18:50:00,145,Male,31,Clothing,1,500,500,500
670,"September 29, 2023",17:24:00,59,Male,27,Beauty,1,30,35.7,30
1319,"November 25, 2023",17:17:00,76,Male,31,Clothing,1,500,585,500
1670,"October 24, 2023",21:32:00,58,Male,27,Beauty,1,30,34.2,30
385,"November 20, 2022",19:06:00,127,Male,50,Electronics,3,500,525,1500
1385,"November 7, 2023",19:22:00,55,Male,50,Electronics,3,500,505,1500
10,"October 24, 2022",22:55:00,81,Female,52,Clothing,4,50,62.5,200
26,"October 14, 2023",17:54:00,51,Female,28,Electronics,2,500,600,1000
437,"November 26, 2023",18:53:00,56,Female,35,Electronics,4,300,345,1200
689,"October 16, 2022",20:17:00,55,Male,57,Electronics,2,50,52.5,100
1010,"October 21, 2022",22:11:00,65,Female,52,Clothing,4,50,54.5,200
1026,"November 24, 2022",19:10:00,60,Female,28,Electronics,2,500,520,1000
1437,"September 4, 2023",19:19:00,76,Female,35,Electronics,4,300,372,1200
1689,"December 19, 2023",20:54:00,114,Male,57,Electronics,2,50,47.5,100
558,"October 26, 2023",17:47:00,108,Female,41,Clothing,1,25,26,25
634,"October 10, 2022",19:25:00,68,Male,60,Electronics,4,500,535,2000
1558,"December 22, 2022",20:37:00,91,Female,41,Clothing,1,25,27.75,25
1634,"November 3, 2023",17:18:00,90,Male,60,Electronics,4,500,520,2000
201,"October 13, 2022",19:08:00,105,Male,56,Electronics,1,25,29.75,25
286,"October 5, 2022",22:56:00,92,Male,55,Electronics,2,25,27.75,50
876,"October 3, 2023",19:39:00,104,Male,43,Clothing,4,30,30,120
1201,"October 31, 2023",17:28:00,115,Male,56,Electronics,1,25,27.75,25
1286,"December 26, 2022",17:23:00,111,Male,55,Electronics,2,25,28.5,50
1876,"November 5, 2023",19:53:00,68,Male,43,Clothing,4,30,32.1,120
55,"September 28, 2023",20:32:00,57,Male,31,Beauty,4,30,31.8,120
428,"December 2, 2022",22:44:00,50,Female,40,Electronics,4,50,49.5,200
441,"November 6, 2023",22:00:00,85,Male,57,Beauty,4,300,351,1200
976,"October 8, 2023",19:50:00,56,Female,48,Beauty,2,300,345,600
1055,"October 23, 2022",21:35:00,97,Male,31,Beauty,4,30,37.5,120
1428,"September 9, 2023",18:44:00,96,Female,40,Electronics,4,50,57,200
1441,"October 4, 2023",21:38:00,63,Male,57,Beauty,4,300,354,1200
1976,"October 15, 2023",21:10:00,108,Female,48,Beauty,2,300,360,600
149,"October 14, 2023",17:52:00,73,Male,22,Clothing,3,25,27,75
227,"November 15, 2023",19:19:00,87,Male,36,Electronics,2,50,50.5,100
393,"October 19, 2022",18:52:00,85,Female,22,Beauty,2,500,595,1000
401,"December 3, 2023",19:03:00,51,Female,62,Clothing,1,300,372,300
546,"December 30, 2022",22:32:00,57,Female,36,Electronics,4,50,53.5,200
872,"December 10, 2023",22:18:00,113,Female,63,Beauty,3,25,24.75,75
914,"September 7, 2022",22:25:00,83,Female,59,Electronics,1,500,510,500
1149,"September 14, 2023",19:23:00,98,Male,22,Clothing,3,25,29.75,75
1227,"October 1, 2023",20:09:00,103,Male,36,Electronics,2,50,47.5,100
1393,"October 8, 2022",17:24:00,56,Female,22,Beauty,2,500,580,1000
1401,"October 1, 2022",21:20:00,85,Female,62,Clothing,1,300,294,300
1546,"December 18, 2022",19:06:00,93,Female,36,Electronics,4,50,48,200
1872,"November 22, 2022",17:02:00,57,Female,63,Beauty,3,25,26.25,75
1914,"November 5, 2023",17:49:00,70,Female,59,Electronics,1,500,510,500
310,"November 10, 2022",21:34:00,76,Female,28,Beauty,1,25,31,25
844,"October 9, 2023",17:54:00,95,Male,35,Clothing,3,50,62,150
852,"October 1, 2022",19:35:00,82,Female,41,Clothing,1,300,375,300
1310,"October 29, 2022",21:31:00,74,Female,28,Beauty,1,25,24.75,25
1844,"October 25, 2022",20:30:00,70,Male,35,Clothing,3,50,50.5,150
1852,"October 11, 2023",18:09:00,109,Female,41,Clothing,1,300,333,300
97,"November 26, 2022",18:17:00,112,Female,51,Beauty,2,500,555,1000
619,"October 9, 2023",18:10:00,56,Male,47,Electronics,4,25,26.25,100
948,"December 10, 2023",22:06:00,52,Female,23,Electronics,3,25,28.75,75
1097,"December 26, 2022",20:53:00,86,Female,51,Beauty,2,500,485,1000
1619,"October 20, 2022",18:07:00,61,Male,47,Electronics,4,25,24.25,100
1948,"September 17, 2023",21:09:00,100,Female,23,Electronics,3,25,24.5,75
456,"December 15, 2023",19:45:00,51,Male,57,Electronics,2,30,33.9,60
627,"October 24, 2022",18:14:00,79,Male,57,Clothing,1,50,55.5,50
1456,"September 2, 2022",18:49:00,85,Male,57,Electronics,2,30,37.2,60
1627,"November 18, 2022",17:21:00,84,Male,57,Clothing,1,50,60,50
22,"November 25, 2023",17:11:00,66,Male,18,Clothing,2,50,60.5,100
121,"October 7, 2023",18:57:00,110,Female,28,Electronics,4,50,54.5,200
431,"October 29, 2022",22:02:00,99,Male,63,Electronics,4,300,345,1200
1022,"September 5, 2023",17:49:00,69,Male,18,Clothing,2,50,52.5,100
1121,"November 23, 2022",21:10:00,95,Female,28,Electronics,4,50,50.5,200
1431,"September 28, 2023",21:28:00,114,Male,63,Electronics,4,300,312,1200
370,"October 24, 2023",21:04:00,61,Male,23,Electronics,2,30,34.8,60
711,"September 23, 2023",22:26:00,103,Male,26,Electronics,3,500,575,1500
754,"September 26, 2023",18:40:00,90,Female,43,Electronics,4,25,23.75,100
943,"November 5, 2022",19:29:00,90,Female,57,Clothing,4,300,318,1200
1370,"November 4, 2022",22:51:00,90,Male,23,Electronics,2,30,36,60
1711,"September 22, 2023",20:33:00,113,Male,26,Electronics,3,500,570,1500
1754,"December 1, 2022",21:03:00,107,Female,43,Electronics,4,25,28.5,100
1943,"November 17, 2023",21:00:00,108,Female,57,Clothing,4,300,321,1200
350,"November 20, 2022",17:41:00,61,Male,25,Beauty,3,25,28.5,75
786,"December 16, 2022",20:38:00,78,Male,48,Clothing,4,25,28.5,100
1350,"November 8, 2023",22:02:00,93,Male,25,Beauty,3,25,29.25,75
1786,"September 27, 2022",21:26:00,69,Male,48,Clothing,4,25,28.75,100
109,"September 6, 2023",19:57:00,94,Female,34,Electronics,4,500,560,2000
191,"December 22, 2023",21:24:00,71,Male,64,Beauty,1,25,28.25,25
1109,"December 13, 2023",22:13:00,114,Female,34,Electronics,4,500,590,2000
1191,"September 25, 2023",17:20:00,88,Male,64,Beauty,1,25,25,25
340,"September 19, 2023",22:59:00,54,Female,36,Clothing,4,300,294,1200
555,"December 14, 2022",19:35:00,103,Male,25,Beauty,1,300,360,300
826,"December 24, 2022",19:08:00,81,Female,46,Clothing,1,300,303,300
962,"December 15, 2023",22:02:00,76,Male,44,Clothing,2,30,35.1,60
1340,"October 30, 2023",20:55:00,92,Female,36,Clothing,4,300,348,1200
1555,"December 19, 2022",18:54:00,55,Male,25,Beauty,1,300,312,300
1826,"December 30, 2022",22:05:00,104,Female,46,Clothing,1,300,297,300
1962,"September 7, 2022",18:59:00,65,Male,44,Clothing,2,30,32.7,60
249,"September 28, 2022",20:17:00,109,Male,20,Clothing,1,50,53.5,50
1249,"December 10, 2022",21:44:00,95,Male,20,Clothing,1,50,60,50
922,"October 19, 2023",22:54:00,103,Male,41,Electronics,1,50,60.5,50
1922,"October 28, 2023",20:07:00,72,Male,41,Electronics,1,50,48.5,50
600,"October 9, 2023",18:39:00,64,Female,59,Beauty,2,500,525,1000
680,"December 1, 2022",22:04:00,110,Female,53,Clothing,3,300,330,900
770,"December 11, 2022",22:49:00,71,Male,32,Clothing,1,50,55,50
1600,"December 18, 2022",17:44:00,67,Female,59,Beauty,2,500,575,1000
1680,"September 3, 2023",17:12:00,72,Female,53,Clothing,3,300,324,900
1770,"November 30, 2023",20:08:00,65,Male,32,Clothing,1,50,56,50
60,"December 4, 2022",18:15:00,91,Male,30,Beauty,3,50,60.5,150
250,"December 24, 2022",23:00:00,91,Male,48,Electronics,1,50,60.5,50
516,"September 20, 2023",18:38:00,85,Male,30,Beauty,4,25,24.25,100
937,"October 18, 2022",19:57:00,50,Female,62,Beauty,1,500,510,500
1060,"November 12, 2022",18:29:00,71,Male,30,Beauty,3,50,57,150
1250,"November 19, 2022",20:39:00,96,Male,48,Electronics,1,50,48.5,50
1516,"November 9, 2022",17:19:00,54,Male,30,Beauty,4,25,24.5,100
1937,"September 7, 2022",17:57:00,52,Female,62,Beauty,1,500,620,500
318,"October 22, 2023",21:26:00,57,Male,61,Clothing,1,25,29.25,25
342,"November 5, 2023",17:24:00,85,Female,43,Clothing,4,500,500,2000
564,"September 12, 2023",20:14:00,114,Male,50,Electronics,2,50,55.5,100
767,"November 7, 2022",22:44:00,72,Male,39,Beauty,3,25,24.5,75
1318,"December 25, 2022",22:57:00,55,Male,61,Clothing,1,25,27,25
1342,"September 18, 2022",23:00:00,114,Female,43,Clothing,4,500,485,2000
1564,"October 4, 2022",22:55:00,115,Male,50,Electronics,2,50,49.5,100
1767,"December 10, 2022",17:35:00,87,Male,39,Beauty,3,25,28.25,75
503,"October 8, 2023",20:06:00,63,Male,45,Beauty,4,500,570,2000
869,"September 8, 2022",22:16:00,51,Male,37,Beauty,3,500,485,1500
1503,"October 17, 2022",18:28:00,67,Male,45,Beauty,4,500,605,2000
1869,"October 23, 2022",19:51:00,113,Male,37,Beauty,3,500,605,1500
126,"November 1, 2022",18:16:00,63,Female,28,Clothing,3,30,28.8,90
349,"December 4, 2023",17:05:00,78,Female,57,Beauty,1,50,48.5,50
440,"November 22, 2023",20:15:00,110,Male,64,Clothing,2,300,348,600
1126,"September 12, 2022",17:12:00,62,Female,28,Clothing,3,30,28.8,90
1349,"December 8, 2023",21:57:00,112,Female,57,Beauty,1,50,49.5,50
1440,"September 1, 2023",19:20:00,86,Male,64,Clothing,2,300,354,600
124,"December 24, 2022",21:17:00,83,Male,33,Clothing,4,500,515,2000
324,"November 15, 2022",17:52:00,54,Female,52,Electronics,3,50,49,150
677,"December 17, 2022",21:13:00,65,Female,19,Beauty,3,500,555,1500
1124,"October 6, 2023",20:04:00,83,Male,33,Clothing,4,500,515,2000
1324,"September 25, 2023",20:29:00,56,Female,52,Electronics,3,50,55,150
1677,"October 2, 2022",20:51:00,84,Female,19,Beauty,3,500,490,1500
30,"October 10, 2023",20:05:00,59,Female,39,Beauty,3,300,285,900
226,"September 23, 2022",17:02:00,69,Female,61,Clothing,1,50,57.5,50
229,"November 9, 2023",19:23:00,92,Male,58,Beauty,3,30,36.9,90
896,"December 30, 2023",19:17:00,56,Female,30,Electronics,2,25,30.75,50
959,"September 18, 2022",17:59:00,54,Female,42,Electronics,2,30,28.5,60
998,"October 21, 2023",17:32:00,61,Female,23,Beauty,4,25,30.5,100
1030,"November 27, 2022",18:02:00,96,Female,39,Beauty,3,300,309,900
1226,"November 30, 2023",17:52:00,102,Female,61,Clothing,1,50,51,50
1229,"November 2, 2023",21:08:00,62,Male,58,Beauty,3,30,34.5,90
1896,"November 5, 2022",20:19:00,87,Female,30,Electronics,2,25,30.75,50
1959,"October 8, 2022",19:56:00,95,Female,42,Electronics,2,30,34.2,60
1998,"October 20, 2023",19:53:00,90,Female,23,Beauty,4,25,24,100
12,"December 9, 2022",22:09:00,114,Male,35,Beauty,3,25,25.25,75
1012,"December 8, 2022",18:47:00,56,Male,35,Beauty,3,25,27.25,75
710,"September 3, 2022",21:11:00,71,Female,26,Electronics,3,500,495,1500
776,"September 8, 2023",18:57:00,109,Male,35,Clothing,3,30,30.9,90
817,"October 5, 2022",21:12:00,87,Male,30,Beauty,4,50,49,200
1710,"October 23, 2022",20:14:00,104,Female,26,Electronics,3,500,610,1500
1776,"October 23, 2022",20:07:00,111,Male,35,Clothing,3,30,32.1,90
1817,"September 11, 2022",21:22:00,82,Male,30,Beauty,4,50,50,200
334,"October 16, 2022",20:37:00,103,Male,31,Electronics,3,300,360,900
343,"November 9, 2022",18:44:00,68,Male,21,Electronics,2,25,30,50
628,"December 23, 2023",18:00:00,66,Female,19,Beauty,4,50,59.5,200
983,"October 10, 2022",20:12:00,61,Female,29,Clothing,1,300,345,300
1334,"September 21, 2022",20:37:00,60,Male,31,Electronics,3,300,366,900
1343,"October 21, 2023",20:10:00,87,Male,21,Electronics,2,25,28.5,50
1628,"December 28, 2022",22:23:00,51,Female,19,Beauty,4,50,58.5,200
1983,"December 21, 2022",21:38:00,114,Female,29,Clothing,1,300,303,300
141,"November 1, 2022",19:26:00,54,Female,22,Electronics,1,50,59,50
145,"November 6, 2022",19:21:00,64,Female,39,Clothing,3,25,27.5,75
507,"December 11, 2022",21:40:00,52,Female,37,Electronics,3,500,485,1500
841,"December 18, 2022",20:58:00,108,Male,31,Electronics,4,25,28.5,100
898,"September 17, 2023",20:55:00,53,Female,42,Clothing,3,30,35.1,90
951,"September 18, 2022",21:35:00,58,Male,33,Beauty,2,50,57.5,100
1141,"September 17, 2023",19:13:00,65,Female,22,Electronics,1,50,58,50
1145,"September 1, 2023",19:19:00,87,Female,39,Clothing,3,25,31,75
1507,"December 27, 2022",22:14:00,95,Female,37,Electronics,3,500,520,1500
1841,"November 14, 2023",18:55:00,94,Male,31,Electronics,4,25,28.25,100
1898,"November 13, 2023",18:17:00,81,Female,42,Clothing,3,30,35.1,90
1951,"December 3, 2022",18:56:00,54,Male,33,Beauty,2,50,59.5,100
181,"November 6, 2023",19:59:00,79,Male,19,Electronics,4,300,327,1200
1181,"November 6, 2022",18:28:00,84,Male,19,Electronics,4,300,354,1200
784,"October 18, 2023",22:44:00,71,Female,34,Electronics,1,500,610,500
1784,"December 28, 2023",20:58:00,100,Female,34,Electronics,1,500,500,500
20,"December 12, 2023",21:35:00,85,Male,22,Clothing,3,300,345,900
690,"December 19, 2023",18:39:00,91,Female,52,Clothing,3,300,324,900
1020,"November 22, 2022",18:30:00,86,Male,22,Clothing,3,300,300,900
1690,"September 5, 2023",17:36:00,101,Female,52,Clothing,3,300,369,900
47,"October 22, 2022",17:22:00,96,Female,40,Beauty,3,500,600,1500
405,"October 17, 2022",17:55:00,79,Female,25,Clothing,4,300,324,1200
1047,"December 4, 2022",21:53:00,84,Female,40,Beauty,3,500,490,1500
1405,"October 28, 2023",20:08:00,91,Female,25,Clothing,4,300,342,1200
205,"November 22, 2022",17:20:00,88,Female,43,Clothing,1,25,25.5,25
512,"December 6, 2022",18:00:00,56,Female,57,Beauty,1,25,9.5,25
565,"September 5, 2023",20:24:00,75,Female,45,Beauty,2,30,9,60
761,"November 14, 2022",22:16:00,64,Female,33,Clothing,1,500,275,500
762,"November 27, 2023",17:49:00,56,Female,24,Electronics,2,25,10.25,50
950,"September 22, 2022",21:27:00,75,Male,36,Clothing,3,300,144,900
1205,"November 25, 2022",19:19:00,97,Female,43,Clothing,1,25,7.25,25
1512,"December 20, 2023",20:05:00,105,Female,57,Beauty,1,25,13.25,25
1565,"September 4, 2023",20:45:00,74,Female,45,Beauty,2,30,11.1,60
1761,"December 9, 2023",18:46:00,72,Female,33,Clothing,1,500,200,500
1762,"November 15, 2023",18:43:00,81,Female,24,Electronics,2,25,11,50
1950,"December 4, 2022",19:23:00,50,Male,36,Clothing,3,300,84,900
86,"September 29, 2023",18:55:00,69,Male,19,Beauty,3,30,15.6,90
173,"December 19, 2023",17:30:00,85,Male,64,Electronics,4,30,14.1,120
1086,"September 14, 2023",19:50:00,84,Male,19,Beauty,3,30,16.5,90
1173,"December 4, 2022",21:03:00,70,Male,64,Electronics,4,30,15,120
595,"October 15, 2022",21:35:00,65,Female,18,Clothing,4,500,210,2000
827,"October 28, 2023",19:24:00,96,Male,61,Beauty,3,300,165,900
965,"November 27, 2022",21:45:00,84,Male,22,Clothing,4,50,13,200
1595,"October 4, 2023",17:44:00,115,Female,18,Clothing,4,500,255,2000
1827,"November 9, 2022",20:02:00,62,Male,61,Beauty,3,300,132,900
1965,"December 12, 2022",20:03:00,93,Male,22,Clothing,4,50,21.5,200
388,"December 3, 2022",19:04:00,60,Male,50,Electronics,1,25,12.25,25
631,"October 22, 2023",22:18:00,92,Male,56,Electronics,3,30,16.5,90
1388,"October 13, 2023",18:12:00,89,Male,50,Electronics,1,25,6.75,25
1631,"November 1, 2022",19:11:00,75,Male,56,Electronics,3,30,12.3,90
554,"December 6, 2022",21:04:00,94,Female,46,Beauty,3,50,13,150
812,"October 2, 2023",17:45:00,89,Male,19,Electronics,3,25,11.25,75
1554,"November 27, 2023",19:55:00,83,Female,46,Beauty,3,50,15.5,150
1812,"October 25, 2023",22:19:00,85,Male,19,Electronics,3,25,12,75
58,"September 16, 2023",19:18:00,53,Male,18,Clothing,4,300,75,1200
952,"December 21, 2022",18:09:00,69,Female,57,Clothing,1,25,13.25,25
1058,"October 30, 2022",18:31:00,100,Male,18,Clothing,4,300,153,1200
1952,"December 17, 2022",22:13:00,114,Female,57,Clothing,1,25,13.5,25
345,"December 7, 2022",18:56:00,104,Male,62,Electronics,1,30,13.5,30
458,"November 28, 2023",21:35:00,110,Female,39,Electronics,4,25,7,100
582,"September 30, 2022",21:38:00,110,Male,35,Clothing,3,300,75,900
963,"October 19, 2023",18:24:00,76,Female,55,Beauty,1,50,13,50
1345,"September 29, 2022",17:50:00,98,Male,62,Electronics,1,30,11.4,30
1458,"October 9, 2023",19:21:00,95,Female,39,Electronics,4,25,9.75,100
1582,"October 17, 2023",19:12:00,56,Male,35,Clothing,3,300,114,900
1963,"December 12, 2022",20:56:00,115,Female,55,Beauty,1,50,20.5,50
369,"December 13, 2023",19:42:00,111,Male,23,Electronics,3,500,215,1500
706,"September 4, 2022",22:19:00,66,Male,51,Electronics,4,25,8,100
747,"October 21, 2022",18:12:00,51,Male,23,Beauty,1,30,9.3,30
1369,"October 10, 2022",21:14:00,64,Male,23,Electronics,3,500,180,1500
1706,"October 16, 2022",18:04:00,57,Male,51,Electronics,4,25,11.75,100
1747,"September 5, 2023",18:22:00,87,Male,23,Beauty,1,30,16.2,30
533,"November 13, 2022",17:19:00,92,Male,19,Electronics,3,500,155,1500
1533,"October 29, 2022",19:35:00,67,Male,19,Electronics,3,500,255,1500
169,"November 28, 2022",18:47:00,73,Male,18,Beauty,3,500,145,1500
645,"December 14, 2022",22:11:00,51,Female,35,Electronics,4,30,11.1,120
968,"December 18, 2023",20:34:00,101,Female,48,Clothing,3,300,120,900
997,"October 1, 2023",20:36:00,51,Male,52,Beauty,3,30,15,90
1169,"September 25, 2022",17:12:00,101,Male,18,Beauty,3,500,255,1500
1645,"October 12, 2023",17:27:00,109,Female,35,Electronics,4,30,9,120
1968,"September 21, 2022",19:09:00,75,Female,48,Clothing,3,300,153,900
1997,"October 29, 2023",21:09:00,99,Male,52,Beauty,3,30,10.2,90
57,"October 11, 2022",20:12:00,64,Female,63,Beauty,1,30,10.2,30
137,"September 10, 2022",20:42:00,66,Male,46,Beauty,2,500,125,1000
778,"December 13, 2023",18:28:00,105,Female,47,Beauty,4,25,13.75,100
1057,"September 19, 2023",22:31:00,114,Female,63,Beauty,1,30,15.9,30
1137,"November 5, 2022",22:34:00,104,Male,46,Beauty,2,500,145,1000
1778,"December 30, 2023",19:57:00,94,Female,47,Beauty,4,25,11.25,100
599,"December 10, 2023",19:07:00,82,Female,28,Beauty,2,50,24.5,100
938,"September 16, 2022",17:55:00,103,Male,49,Clothing,4,50,23,200
1599,"October 24, 2022",17:23:00,110,Female,28,Beauty,2,50,20.5,100
1938,"October 12, 2022",20:15:00,76,Male,49,Clothing,4,50,13.5,200
234,"December 9, 2023",17:42:00,64,Female,62,Electronics,2,25,13.75,50
1234,"September 7, 2023",17:46:00,78,Female,62,Electronics,2,25,8.25,50
410,"October 31, 2023",19:41:00,64,Female,29,Clothing,2,50,14.5,100
417,"October 1, 2023",22:03:00,109,Male,43,Electronics,3,300,162,900
581,"December 15, 2022",21:16:00,103,Female,48,Beauty,2,30,13.8,60
1410,"October 16, 2022",18:47:00,72,Female,29,Clothing,2,50,22.5,100
1417,"December 26, 2022",17:43:00,54,Male,43,Electronics,3,300,147,900
1581,"December 20, 2022",18:57:00,108,Female,48,Beauty,2,30,9.9,60
74,"October 5, 2023",19:50:00,56,Female,18,Beauty,4,500,205,2000
87,"September 7, 2022",18:09:00,104,Female,28,Beauty,2,50,15.5,100
803,"October 25, 2022",17:16:00,60,Male,39,Clothing,4,25,6.75,100
1074,"October 4, 2022",20:18:00,67,Female,18,Beauty,4,500,230,2000
1087,"November 8, 2022",23:00:00,81,Female,28,Beauty,2,50,15,100
1803,"December 26, 2023",19:36:00,101,Male,39,Clothing,4,25,8.5,100
424,"December 20, 2023",19:21:00,101,Male,57,Beauty,4,300,147,1200
641,"December 25, 2023",18:30:00,105,Female,40,Electronics,1,300,144,300
918,"October 13, 2023",21:59:00,114,Female,42,Electronics,3,30,16.2,90
1424,"September 5, 2023",21:32:00,54,Male,57,Beauty,4,300,111,1200
1641,"September 1, 2022",17:41:00,65,Female,40,Electronics,1,300,165,300
1918,"December 10, 2022",21:57:00,56,Female,42,Electronics,3,30,13.2,90
1,"December 16, 2022",19:10:00,50,Male,34,Beauty,3,50,16,150
95,"November 6, 2022",19:57:00,103,Female,32,Clothing,2,30,7.5,60
171,"October 14, 2022",20:10:00,109,Female,52,Clothing,3,300,126,900
1001,"September 1, 2023",20:11:00,99,Male,34,Beauty,3,50,22,150
1095,"September 5, 2022",17:56:00,56,Female,32,Clothing,2,30,9.9,60
1171,"October 5, 2022",21:05:00,87,Female,52,Clothing,3,300,84,900
156,"December 2, 2022",19:34:00,60,Female,43,Clothing,4,25,7,100
493,"December 1, 2022",20:10:00,95,Male,41,Beauty,2,25,7.75,50
1156,"December 26, 2022",21:10:00,68,Female,43,Clothing,4,25,13.5,100
1493,"November 26, 2023",21:49:00,58,Male,41,Beauty,2,25,6.75,50
115,"September 2, 2022",19:21:00,67,Male,51,Clothing,3,500,255,1500
715,"October 11, 2022",20:57:00,55,Female,42,Beauty,4,25,6.25,100
1115,"September 21, 2023",17:41:00,99,Male,51,Clothing,3,500,180,1500
1715,"December 30, 2022",19:35:00,89,Female,42,Beauty,4,25,9.75,100
267,"November 19, 2022",17:53:00,84,Female,32,Beauty,3,30,12,90
362,"September 27, 2023",22:43:00,101,Male,50,Clothing,1,25,10.25,25
856,"November 5, 2022",17:43:00,102,Male,54,Electronics,4,30,9.3,120
1267,"December 23, 2022",21:03:00,91,Female,32,Beauty,3,30,9.6,90
1362,"November 21, 2023",18:53:00,104,Male,50,Clothing,1,25,11,25
1856,"December 20, 2023",21:34:00,114,Male,54,Electronics,4,30,16.2,120
84,"November 10, 2023",17:17:00,89,Female,38,Electronics,3,30,10.2,90
795,"October 3, 2023",19:51:00,71,Male,57,Electronics,1,300,102,300
1084,"October 23, 2022",20:37:00,93,Female,38,Electronics,3,30,7.8,90
1795,"December 29, 2023",18:50:00,86,Male,57,Electronics,1,300,105,300
24,"December 14, 2023",22:59:00,59,Female,49,Clothing,1,300,87,300
215,"October 3, 2022",21:20:00,101,Male,58,Clothing,3,500,145,1500
739,"October 14, 2023",17:09:00,57,Male,36,Beauty,1,25,10.25,25
